


Per-Stroke Data:

Interval,Distance (GPS),Distance (IMP),Elapsed Time,Split (GPS),Speed (GPS),Split (IMP),Speed (IMP),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Heart Rate,Power,Catch,Slip,Finish,Wash,Force Avg,Work,Force Max,Max Force Angle,GPS Lat.,GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,8.9,9.0,00:00:03.0,00:02:51.8,2.91,00:00:00.0,0.00,20.0,1,8.9,9.0,---,---,---,---,---,---,---,---,---,---,52.3994428,0.2892789
1,18.9,18.6,00:00:05.8,00:02:39.2,3.14,00:02:36.2,3.20,22.0,2,10.0,9.6,---,---,---,---,---,---,---,---,---,---,52.3994267,0.2891341
1,29.5,28.9,00:00:08.6,00:02:23.3,3.49,00:02:21.2,3.54,22.0,3,10.6,10.3,---,---,---,---,---,---,---,---,---,---,52.3994095,0.2889812
1,39.4,39.0,00:00:11.2,00:02:13.3,3.75,00:02:13.3,3.75,23.5,4,9.9,10.1,---,---,---,---,---,---,---,---,---,---,52.3993934,0.2888385
1,49.3,48.7,00:00:13.6,00:02:07.9,3.91,00:02:09.5,3.86,26.0,5,9.9,9.7,---,---,---,---,---,---,---,---,---,---,52.3993775,0.2886950
1,58.6,57.8,00:00:15.8,00:02:02.8,4.07,00:02:02.5,4.08,26.0,6,9.3,9.2,---,---,---,---,---,---,---,---,---,---,52.3993621,0.2885598
1,70.4,69.4,00:00:18.4,00:01:55.2,4.34,00:01:58.2,4.23,26.0,7,11.8,11.6,---,---,---,---,---,---,---,---,---,---,52.3993425,0.2883899
1,80.0,79.1,00:00:20.6,00:01:51.6,4.48,00:01:55.7,4.32,28.0,8,9.6,9.7,---,---,---,---,---,---,---,---,---,---,52.3993219,0.2882523
1,88.8,88.0,00:00:22.6,00:01:52.1,4.46,00:01:51.6,4.48,29.0,9,8.8,8.9,---,---,---,---,---,---,---,---,---,---,52.3993003,0.2881281
1,98.2,97.9,00:00:24.8,00:01:52.4,4.45,00:01:51.9,4.47,29.0,10,9.5,9.9,---,---,---,---,---,---,---,---,---,---,52.3992785,0.2879934
1,107.5,106.9,00:00:26.8,00:01:53.6,4.40,00:01:51.9,4.47,29.5,11,9.3,8.9,---,---,---,---,---,---,---,---,---,---,52.3992567,0.2878617
1,116.5,115.8,00:00:28.8,00:01:50.9,4.51,00:01:51.9,4.47,29.0,12,9.0,9.0,---,---,---,---,---,---,---,---,---,---,52.3992378,0.2877332
1,125.6,124.9,00:00:30.8,00:01:49.6,4.56,00:01:51.9,4.47,30.0,13,9.1,9.1,---,---,---,---,---,---,---,---,---,---,52.3992178,0.2876026
1,135.0,133.9,00:00:32.8,00:01:47.5,4.65,00:01:50.6,4.52,30.0,14,9.4,9.0,---,---,---,---,---,---,---,---,---,---,52.3992025,0.2874664
1,144.2,143.1,00:00:34.8,00:01:45.9,4.72,00:01:49.6,4.56,30.0,15,9.2,9.2,---,---,---,---,---,---,---,---,---,---,52.3991791,0.2873366
1,153.1,152.3,00:00:36.8,00:01:49.2,4.58,00:01:49.4,4.57,30.0,16,8.9,9.2,---,---,---,---,---,---,---,---,---,---,52.3991593,0.2872093
1,162.2,161.4,00:00:38.8,00:01:49.9,4.55,00:01:49.6,4.56,30.0,17,9.1,9.1,---,---,---,---,---,---,---,---,---,---,52.3991374,0.2870811
1,171.6,170.5,00:00:40.8,00:01:48.9,4.59,00:01:49.6,4.56,30.5,18,9.5,9.1,---,---,---,---,---,---,---,---,---,---,52.3991151,0.2869467
1,180.0,178.8,00:00:42.6,00:01:46.8,4.68,00:01:49.4,4.57,31.0,19,8.4,8.4,---,---,---,---,---,---,---,---,---,---,52.3990958,0.2868272
1,189.5,188.2,00:00:44.6,00:01:44.6,4.78,00:01:48.2,4.62,30.5,20,9.5,9.4,---,---,---,---,---,---,---,---,---,---,52.3990689,0.2866945
1,198.6,197.3,00:00:46.6,00:01:45.5,4.74,00:01:48.2,4.62,31.0,21,9.1,9.1,---,---,---,---,---,---,---,---,---,---,52.3990456,0.2865665
1,207.6,206.3,00:00:48.6,00:01:48.9,4.59,00:01:49.6,4.56,30.0,22,9.0,9.0,---,---,---,---,---,---,---,---,---,---,52.3990213,0.2864399
1,216.5,215.1,00:00:50.6,00:01:48.9,4.59,00:01:50.6,4.52,30.5,23,8.9,8.9,---,---,---,---,---,---,---,---,---,---,52.3989959,0.2863152
1,224.3,222.9,00:00:52.4,00:01:49.6,4.56,00:01:53.9,4.39,31.0,24,7.8,7.8,---,---,---,---,---,---,---,---,---,---,52.3989747,0.2862065
1,233.0,231.6,00:00:54.4,00:01:53.1,4.42,00:01:55.2,4.34,31.5,25,8.7,8.7,---,---,---,---,---,---,---,---,---,---,52.3989506,0.2860847
1,243.8,241.8,00:00:56.8,00:01:51.9,4.47,00:01:53.9,4.39,29.0,26,10.8,10.2,---,---,---,---,---,---,---,---,---,---,52.3989198,0.2859341
1,251.3,248.4,00:00:58.6,00:01:51.1,4.50,00:01:59.9,4.17,25.0,27,7.5,6.6,---,---,---,---,---,---,---,---,---,---,52.3989010,0.2858282
1,261.1,258.0,00:01:01.3,00:01:59.6,4.18,00:02:12.3,3.78,22.0,28,9.8,9.6,---,---,---,---,---,---,---,---,---,---,52.3988744,0.2856904
